id,projectId,configurationId,unitNumber,type,floor,areaSqFt,frontageFt,ceilingHeightFt,fitOutStatus,nearAnchor,isCorner,visibilityScore,ventilationReady,priceTotal,ratePsf,leaseModel,lockInMonths,escalationPct,availability,notes
9638ee11-592c-47d8-8d8b-eaa3fa795ae6,6b799d00-5a0b-4a72-be56-4bd7c78352b0,,2,APARTMENT,3BHK,2945 Sq.ft,,,,false,false,,,,,,,,AVAILABLE,
96b07543-8dcc-4470-9e45-3d3a0929d07a,f9b16292-de07-471d-9d9c-d9f92bd44692,,Unit Type-16,APARTMENT,4.5 BHK+Utility,3154 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
9ae5219b-00ca-455f-8ec5-0ec831608ced,ae24318b-3030-428a-94f6-c9c93e7789f6,,4,APARTMENT,4BHK,3291 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
9b04886d-f7e3-47d8-b280-da1b158bca9e,8b6a09f7-9696-4811-ad43-bad1dea5f324,,1,APARTMENT,4BHK,3577 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
9c67e4e0-577c-41ca-b3b4-a0a8014208e9,21f65c22-0ac4-4e2e-92df-029afe926330,,1,APARTMENT,2BHK,1500 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
9de143ab-defe-493c-9f1d-14a6aeaded39,982ed68a-ba24-4226-b101-01e7f90de70a,,6,APARTMENT,F,168.75 Sq.Meter,,,,false,false,,,,,,,,AVAILABLE,
9e653484-9d19-418e-8c71-8f186aaed72f,21f65c22-0ac4-4e2e-92df-029afe926330,,3,APARTMENT,3BHK,2262 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
9ecc8403-85b2-4d64-9fcc-c65927b9bd70,e59debce-1f67-4a5f-ab7e-613fe1441982,,4,APARTMENT,3 BHK TYPE 2,1270 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
a01308c7-833e-462f-99b6-846260dfa625,986e025d-5bf1-4c5d-90b9-2c5bda59d34a,,LGF Shop,RETAIL,Lower Ground,699,,,,false,false,,,,,,,,AVAILABLE,
a1ee25ac-6c68-43e4-b717-f4656234088f,d2afb735-8465-414a-924f-a7226ea3319a,,"3 BHK ",APARTMENT,"T8 - Type 1 ",2100 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
a2bd8ba9-674d-4d11-90ba-4deaae891819,6a3994f8-8b87-441d-8d43-732f7162ac90,,10,APARTMENT,Penthouse,4290 Sq Ft,,,,false,false,,,,,,,,AVAILABLE,
a3ffc3e5-9194-4328-b78c-702cbaf6086e,d9401432-af8d-41fc-8230-594a70cc2a98,,R1 LG 30,ANCHOR,LG,477.44,,,,false,false,,,,,,,,AVAILABLE,
a434b712-4e64-4254-848e-92e5c42822cb,6a3994f8-8b87-441d-8d43-732f7162ac90,,3,APARTMENT,3.5 BHK,2080 Sq Ft,,,,false,false,,,,,,,,AVAILABLE,
a5fa0345-c7f8-4d0d-b2ef-05bef4f767d3,21f65c22-0ac4-4e2e-92df-029afe926330,,2,APARTMENT,3BHK,2212 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
a6ac1a6e-e947-4dbf-91cc-80a6fcef113e,0ef5cdef-6f02-4591-a386-553534d6cce0,,4BHK-3T,APARTMENT,4 BHK,1702-2008 sq.ft,,,,false,false,,,,,,,,AVAILABLE,
a82394a9-de7c-4260-a8a0-4ba7c7301120,60fb584b-a3b6-4ade-9adb-8eb02508682d,,3,APARTMENT,4bhk,2079 Sq.ft,,,,false,false,,,,,,,,AVAILABLE,
a82dfb56-2574-44a7-bffa-789c2ace05d0,049251cb-0089-4e71-8624-88c23074f082,,4,APARTMENT,4BHK +SQ,4285 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
a88a3903-c523-45db-b5f1-2ee1a8932521,491d8e64-e144-40cd-bf4b-0273fc49acf7,,2,APARTMENT,4 BHK + Lounge,3755 Sq.ft,,,,false,false,,,,,,,,AVAILABLE,
a9a00694-6f4a-4822-9c70-85f15b262f7b,3fed7102-bc0c-4fe5-a6b4-b30868757223,,4,APARTMENT,"3BHK ",1895 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
a9f23090-6c80-4d73-bc81-6dc7f17093c2,3fed7102-bc0c-4fe5-a6b4-b30868757223,,7,APARTMENT,4BHK + UTILITY,2305 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
aa619928-e748-49db-8547-e29b84a52934,6abc2559-f9b4-4173-97fe-9b5e70f47bb1,,1,APARTMENT,3 BHK + SQ,2745 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
ac75ec5c-6e68-4323-97f0-387643b9aeb7,6a3994f8-8b87-441d-8d43-732f7162ac90,,9,APARTMENT,4.5 BHK,3230 Sq Ft,,,,false,false,,,,,,,,AVAILABLE,
b001319d-becf-4fe3-9d39-557ce7b8e025,25c84bea-37cc-4a00-a8eb-a504f8a191f4,,F3-001,FOOD_COURT,3rd & 4th Floor,700-1500,,,,false,false,,,,,,,,AVAILABLE,
b04c4ed5-6124-48cc-be18-2a792b7710d7,982ed68a-ba24-4226-b101-01e7f90de70a,,5,APARTMENT,E,134.39 Sq.Meter,,,,false,false,,,,,,,,AVAILABLE,
b26c2062-72b2-4d29-942e-7f9935517bb0,d6239c57-d7ed-4da1-84cc-3330b1ea324c,,4,RETAIL,Second Floor,373 - 3201 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
b3fa9c51-fc66-48bf-941f-2611b0bbf9db,25c84bea-37cc-4a00-a8eb-a504f8a191f4,,G-001,RETAIL,Ground Floor,1200-2700,,,,false,false,,,,,,,,AVAILABLE,
b4464fba-2f5a-4007-93d2-e20a5dd6eecd,c05bb44a-4d96-4c65-9703-923dd67a4b91,,1,APARTMENT,3 BHK Small,2407 Sq.ft,,,,false,false,,,,,,,,AVAILABLE,
b6ee7bfd-9543-415d-a3c4-0d78c60e8bd7,f9b16292-de07-471d-9d9c-d9f92bd44692,,Unit Type-15,APARTMENT,4.5 BHK+Utility,3006 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
b9d5ae98-1dcb-42a3-9c96-05df83f538f7,7dd8456b-dfd9-4960-bf55-5f165feaf48e,,2,APARTMENT,3bhk,3600 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
ba85d36a-c25e-4d80-ab68-1ed80a10db3c,ead71e2f-5982-4c58-b243-5e9cd88d9fe9,,1,APARTMENT,3 BHK,2450 Sq Ft,,,,false,false,,,,,,,,AVAILABLE,
be9b462b-37a8-4685-af9e-ac50bfa90a2c,c05bb44a-4d96-4c65-9703-923dd67a4b91,,2,APARTMENT,3 BHK Large,2624 Sq.ft,,,,false,false,,,,,,,,AVAILABLE,
bfcd7c15-4a59-43c2-9366-fa34a3a2d123,8853edc1-08b4-4512-b7d8-5e10800896fe,,3,APARTMENT,4BHK,3380 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
c0b2d7dd-acd7-41b2-a22c-a051c18ffbe5,d6239c57-d7ed-4da1-84cc-3330b1ea324c,,1,RETAIL,Ground Floor,373 - 3201 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
c0f08eb8-7a07-4fa2-920e-f247f2b582a3,e59debce-1f67-4a5f-ab7e-613fe1441982,,1,APARTMENT,2 BHK TYPE 2,908 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
c1e0f64b-9e1d-427e-90b1-ee734fe42866,06e0aa61-ef5c-4892-beec-a5a1df6ec52c,,5,APARTMENT,4BHK,1895 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
c42046c7-b5d0-4a1a-8de6-756cf5d6a9ee,90c0031f-c707-4bed-b8f7-75f690c2b088,,2,APARTMENT,3.5BHK+SQ,3035 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
c4964913-8e34-4b80-9510-f5841fa8138a,25c84bea-37cc-4a00-a8eb-a504f8a191f4,,LG-001,ANCHOR,Lower Ground,300-600,,,,false,false,,,,,,,,AVAILABLE,
c55812fc-4c65-4ff2-b32d-2c8f2223cfad,bccdee7e-3f5d-4e88-a0c9-070942334caa,,1,APARTMENT,3BHK + SQ,2800 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
c729793f-5861-435c-91a6-28fb9bc91eff,ead71e2f-5982-4c58-b243-5e9cd88d9fe9,,6,APARTMENT,"5BHK ",4495 Sq Ft,,,,false,false,,,,,,,,AVAILABLE,
c7a38ba3-0e54-4a03-b9a0-f76f816ef8d8,3fed7102-bc0c-4fe5-a6b4-b30868757223,,6,APARTMENT,3BHK,2170 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
c908f1db-e91a-4ec3-8d7e-dc94018e5b6e,728db93d-8501-488a-a01b-8917095530a1,,1,APARTMENT,3 BHK,2355 SQ.ft,,,,false,false,,,,,,,,AVAILABLE,
cbc2eb35-95a2-441b-9cdc-5a26ee6bd0b0,06e0aa61-ef5c-4892-beec-a5a1df6ec52c,,1,APARTMENT,2 BHK,1239 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
cbc8b113-3bf2-4d01-8a87-7b9abb13aa2f,982ed68a-ba24-4226-b101-01e7f90de70a,,1,APARTMENT,A,118.58 Sq.Meter,,,,false,false,,,,,,,,AVAILABLE,
cbd1b97a-57fe-4281-bdbf-26b0d6c64d30,f9b16292-de07-471d-9d9c-d9f92bd44692,,Unit Type-13,APARTMENT,4.5 BHK+Utility,3058 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
cd066b31-421c-4b86-bbd5-4246dfd06928,6b1c33af-b1a9-49a4-a9ca-6fa3545214f2,,1,APARTMENT,3 BHK,2013 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
ced6a706-ce09-40dc-a6b7-968195052357,d0e6ac5d-365e-4efb-87da-97f37581be3a,,2,APARTMENT,5BHK Penthouse,7714 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
d00fa513-0ce9-454a-b80c-9ed512aff25b,0d428cdd-2dcd-46ea-85ec-98471e318483,,2,APARTMENT,3bhk+utility,1437 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
d157e584-3227-4074-8684-4851b8ad303f,ef4d244d-fb32-42d7-a4be-0f515c4ed2c8,,1,APARTMENT,4BHK,4750 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
d25fe642-b519-4386-90c4-07ee360635f6,f9b16292-de07-471d-9d9c-d9f92bd44692,,Unit Type-12,APARTMENT,3.5 BHK+Utility,2533 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
d42ee9bd-3e86-480b-aab8-b869cb56d1dd,bd535d19-6a06-45cc-a692-3d56849d8e89,,2,APARTMENT,3 BHK+SQ,2945 SQFT,,,,false,false,,,,,,,,AVAILABLE,
d479f7b9-f374-4bbc-84c1-de65d696b997,bfdbaac8-419e-473e-ae73-6edd80f14387,,3,APARTMENT,3BHK,2087 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
d4afafd8-bd0b-464e-8d89-33b3090c11f3,6a3994f8-8b87-441d-8d43-732f7162ac90,,4,APARTMENT,4.5 BHK,2700 Sq Ft,,,,false,false,,,,,,,,AVAILABLE,
d4c03d79-9aa7-46ff-9d2f-75c7a8852bfb,60fb584b-a3b6-4ade-9adb-8eb02508682d,,1,APARTMENT,3bhk Small,1183 - 1216 Sq.ft,,,,false,false,,,,,,,,AVAILABLE,
d67c66d4-d0a1-411f-a0b4-77d2fc13c77f,2a2c45d5-0f68-459c-a286-0509b7bb6073,,2,APARTMENT,3BHK,1900 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
d709da96-fba1-408d-94e2-3bb4a612a033,ae24318b-3030-428a-94f6-c9c93e7789f6,,5,APARTMENT,GF,7104 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
da3b298f-7059-4480-be89-b5674e4afe5b,f9b16292-de07-471d-9d9c-d9f92bd44692,,Unit Type-11,APARTMENT,4.5 BHK+Utility,3006 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
da57054a-9a7d-47ab-858e-1a98375d4541,8eab2ac6-fbc3-450e-b4a9-16ae669df765,,1,APARTMENT,3 Bed Residences,3091 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
daa024b8-d9a3-42d5-8dde-6d2f50e58c8e,e59debce-1f67-4a5f-ab7e-613fe1441982,,3,APARTMENT,3 BHK TYPE 3,1270 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
dcb0cdf7-90dc-41e1-bc65-4be414fa8e6b,f9b16292-de07-471d-9d9c-d9f92bd44692,,Unit Type-10,APARTMENT,4.5 BHK+Utility,3069 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
dcc46139-690f-47e0-91fd-13e10f3fa5d5,bccdee7e-3f5d-4e88-a0c9-070942334caa,,3,APARTMENT,4BHK + SQ + Studay,4800 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
dceb71f8-2e2d-46d9-b823-4e778d33b709,3fed7102-bc0c-4fe5-a6b4-b30868757223,,2,APARTMENT,3BHK,1665 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
de2348ef-c257-4d4f-85b7-e4129593750d,728db93d-8501-488a-a01b-8917095530a1,,2,APARTMENT,3.5 BHK,2690 Sq.ft,,,,false,false,,,,,,,,AVAILABLE,
df19a326-e80f-422b-b07e-e778730a3456,6b799d00-5a0b-4a72-be56-4bd7c78352b0,,1,APARTMENT,3BHK,2858 Sq.ft,,,,false,false,,,,,,,,AVAILABLE,
dfbda514-2ee3-4b76-970a-b3bb38688a6c,f9b16292-de07-471d-9d9c-d9f92bd44692,,Unit Type-11,APARTMENT,3.5 BHK+Utility,2450 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
e28741fc-5629-429a-af30-b080c7d674ed,982ed68a-ba24-4226-b101-01e7f90de70a,,3,APARTMENT,C,140.0 Sq.Meter,,,,false,false,,,,,,,,AVAILABLE,
e30a1ecf-e866-40e2-bcef-28b00e34e957,3fed7102-bc0c-4fe5-a6b4-b30868757223,,5,APARTMENT,3BHK + UTILITY,2080 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
e35003cf-7c91-4924-bec1-8f2322c506eb,f9b16292-de07-471d-9d9c-d9f92bd44692,,Unit Type-15,APARTMENT,3.5 BHK+Utility,2450 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
e4345cc5-6751-4a3e-807b-2bcf9516f543,7a117c0f-16eb-4536-a0a6-028271a06f3b,,1,APARTMENT,3BHK,2833 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
e4967c99-0b0c-4d67-a8e7-d11981201fb2,d2afb735-8465-414a-924f-a7226ea3319a,,"3 BHK ",APARTMENT,T6 - Type 1,2100 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
e6d3b2fa-6654-4f33-95e9-6418401a7539,d6239c57-d7ed-4da1-84cc-3330b1ea324c,,2,RETAIL,Lower Ground Floor,373 - 3201 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
e7bd097b-c7d5-4eb8-b8e9-ec8897a28c67,f9b16292-de07-471d-9d9c-d9f92bd44692,,Unit Type-16,APARTMENT,3.5 BHK+Utility,2585 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
e7c6a493-ad11-46ec-b048-ac337d97baae,ae24318b-3030-428a-94f6-c9c93e7789f6,,7,APARTMENT,GF,6483 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
e83a1b18-be63-4f18-a2d8-01638fa59281,f9b16292-de07-471d-9d9c-d9f92bd44692,,Unit Type-6,APARTMENT,4.5 BHK+Utility,3016 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
e8aa67dc-708d-4d87-b3ba-73d863339eef,7dd8456b-dfd9-4960-bf55-5f165feaf48e,,3,APARTMENT,4Bhk,4500 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
e9edd610-3c8d-42d4-ae5e-654469e5064c,6a3994f8-8b87-441d-8d43-732f7162ac90,,2,APARTMENT,3.5 BHK,2310 Sq Ft,,,,false,false,,,,,,,,AVAILABLE,
ec9e961e-0e77-4745-a8fe-36b0974838ff,6a3994f8-8b87-441d-8d43-732f7162ac90,,1,APARTMENT,3.5 BHK,2342 Sq Ft,,,,false,false,,,,,,,,AVAILABLE,
ecbd7805-3477-4730-ae26-669d54250cd4,e59debce-1f67-4a5f-ab7e-613fe1441982,,2,APARTMENT,2 BHK TYPE 1,908 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
ed99c630-721e-486e-b736-004089869b6a,90c0031f-c707-4bed-b8f7-75f690c2b088,,4,APARTMENT,4.5BHK+SQ,3660 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
ee4de829-988a-4281-9bfb-f405782f020c,049251cb-0089-4e71-8624-88c23074f082,,10,APARTMENT,4BHK +SQ,3595 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
ee51b496-3899-4293-81d1-5ce7d728e184,3fed7102-bc0c-4fe5-a6b4-b30868757223,,3,APARTMENT,3BHK + STUDY,1825 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
eedc12a5-1ddb-49e9-b770-6a8b6a3c9394,90c0031f-c707-4bed-b8f7-75f690c2b088,,3,APARTMENT,4.BHK+SQ,3505 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
ef283b32-f579-4418-a671-76b034812dc3,982ed68a-ba24-4226-b101-01e7f90de70a,,16,APARTMENT,SP8,268.78 Sq.Meter,,,,false,false,,,,,,,,AVAILABLE,
ef4fb857-d123-422a-945e-b4bb60efd0e0,3fed7102-bc0c-4fe5-a6b4-b30868757223,,1,APARTMENT,3 BHK,1605 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
efd87796-e7d9-4508-9398-06fd84d4536a,7a117c0f-16eb-4536-a0a6-028271a06f3b,,2,APARTMENT,4BHK,3457 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
f23a3955-be64-4e20-9b71-099af9ae0594,bd535d19-6a06-45cc-a692-3d56849d8e89,,1,APARTMENT,3 BHK+SQ,2673 SQFT,,,,false,false,,,,,,,,AVAILABLE,
f4ab00fe-5bc6-48bd-a4e4-a0af44cbf101,5ff0bc90-310e-4041-b86c-812b13c5bdad,,"Penthouse HeadUnit ",APARTMENT,"5BHK ",10347 Sq Ft,,,,false,false,,,,,,,,AVAILABLE,
f5264000-8c89-4edf-a403-c7f40d793237,c4348b89-26f3-4e74-9253-4a68bd32df22,,1,APARTMENT,3 BHK,3525 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
f546cfea-9593-4351-85aa-aa41fadcdc53,d2afb735-8465-414a-924f-a7226ea3319a,,"3 BHK ",APARTMENT,T6 - Type 2,2100 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
f8718973-35b5-494e-bb49-855d89790750,a9fb2cee-4190-4f2f-9940-8be2199e38e3,,2,APARTMENT,4 BHK,3965 Sq.ft,,,,false,false,,,,,,,,AVAILABLE,
f8ca2a04-77af-42f3-b5ff-3c1bc7724dc9,f9b16292-de07-471d-9d9c-d9f92bd44692,,Unit Type-12,APARTMENT,4.5 BHK+Utility,3055 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
f975b26c-c461-444e-a599-016c0dd56d38,491d8e64-e144-40cd-bf4b-0273fc49acf7,,3,APARTMENT,4BHK + Lounge,4270 Sq Ft,,,,false,false,,,,,,,,AVAILABLE,
fc71eb65-54c9-45cd-9356-59a7eb2362c4,049251cb-0089-4e71-8624-88c23074f082,,7,APARTMENT,4BHK +SQ,3765 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
fc932220-10f3-4750-b858-153fc0188672,bfdbaac8-419e-473e-ae73-6edd80f14387,,5,APARTMENT,4BHK,2503 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
fcbe37c8-746e-4120-8d5b-4832a63557ff,60fb584b-a3b6-4ade-9adb-8eb02508682d,,2,APARTMENT,3bhk Large,1537 - 1632 sq.ft,,,,false,false,,,,,,,,AVAILABLE,
fd7eaba5-c089-4e7a-b0ad-4fc152ee1e5d,d6239c57-d7ed-4da1-84cc-3330b1ea324c,,3,RETAIL,First Floor,373 - 3201 SQ.FT,,,,false,false,,,,,,,,AVAILABLE,
